,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Jerrick Harding,10,SO,G,6-1,175,"Wichita, KS",Wichita Southeast High School, 22.0 Pts,3.4 Reb,1.7 Ast
1,Ryan Richardson,22,SR,G,6-4,175,"Mesa, AZ",Dobson HS, 13.5 Pts,3.2 Reb,2.1 Ast
2,Zach Braxton,44,JR,F,6-9,240,"Highlands Ranch, CO",Highlands Ranch HS, 12.3 Pts,7.8 Reb,1.3 Ast
3,Brekkott Chapman,23,JR,F,6-8,215,"Roy, UT",Roy HS, 10.8 Pts,6.0 Reb,1.4 Ast
4,Dusty Baker,25,SR,G,6-4,195,"Coto De Caza, CA",Tesoro High School, 7.2 Pts,4.1 Reb,3.7 Ast
5,Michal Kozak,11,FR,F,6-8,220,Czech Republic,, 5.5 Pts,4.9 Reb,1.0 Ast
6,Ricky Nelson,2,FR,G,6-1,170,"Houston, TX",, 4.4 Pts,1.2 Reb,2.0 Ast
7,Trevon Ary-Turner,21,FR,G,6-3,185,"Issaquah, WA",, 3.7 Pts,0.9 Reb,0.7 Ast
8,Jordan Dallas,3,SO,C,6-10,220,"Long Beach, CA",Long Beach Poly HS, 2.3 Pts,1.4 Reb,0.2 Ast
9,Brenden Morris,34,SO,F,6-7,185,"Syracuse, UT",Ben Lomond HS, 2.3 Pts,1.8 Reb,0.0 Ast
10,Riley Court,4,FR,G,6-4,180,"Pleasant Grove, UT",, 0.9 Pts,0.9 Reb,0.7 Ast
11,Eric Patten,24,,F,6-6,240,,, 0.0 Pts,0.0 Reb,0.0 Ast
12,Cody John,5,,G,6-3,185,Canada,Wasatch Academy HS,,,
13,Alan Lang,12,,F,6-7,195,,,,,
14,Caleb Leonhardt,15,,G,6-4,190,,,,,
15,Anton Vialen,31,,C,7-0,230,,,,,
