,Name,Number,Year,Position,Height,Weight,Hometown,High School,PPG,RPG,APG
0,Charlie Brown,2,SO,F,6-7,197,"Philadelphia, PA",St. Thomas More Prep, 19.0 Pts,6.2 Reb,1.5 Ast
1,Jared Bynum,3,FR,G,5-10,172,"Largo, MD",Georgetown Prep, 11.3 Pts,3.6 Reb,4.5 Ast
2,Lamarr Kimble,0,JR,G,6-0,185,"Philadelphia, PA",Neumann-Goretti HS, 15.6 Pts,3.6 Reb,2.8 Ast
3,Chris Clover,15,SR,G,6-3,217,"Philadelphia, PA",St. Joseph's Prep HS, 8.5 Pts,3.2 Reb,0.8 Ast
4,Taylor Funk,33,SO,F,6-9,232,"Lancaster, PA",Manheim Central High School, 8.4 Pts,5.4 Reb,1.3 Ast
5,Lorenzo Edwards,21,SO,F,6-7,218,"Lake Forest, IL",Lake Forest High School, 5.4 Pts,3.5 Reb,0.6 Ast
6,Anthony Longpre,12,SO,F,6-10,246,"L'Assomption, Canada",Glenelg High School, 3.2 Pts,3.6 Reb,0.6 Ast
7,Troy Holston,10,SR,G,6-4,200,"Queens, NY",Oldsmar Christian HS, 3.0 Pts,0.8 Reb,0.1 Ast
8,Markell Lodge,23,SR,F,6-7,217,"Washington, NC",Pace Academy, 2.4 Pts,2.8 Reb,0.2 Ast
9,Pierfrancesco Oliva,24,JR,F,6-8,216,"Taranto, Italy",Bergen Catholic HS, 3.7 Pts,5.6 Reb,1.8 Ast
10,Toliver Freeman,11,JR,G,6-3,216,"Baton Rouge, LA",Catholic HIgh School, 1.3 Pts,0.0 Reb,0.0 Ast
11,Mike Muggeo,20,SR,G,6-3,203,"River Vale, NJ",Bergen Catholic HS, 0.0 Pts,0.5 Reb,0.3 Ast
12,Greg Smith,5,JR,G,6-0,183,"Flemington, NJ",Rutgers Prep, 0.0 Pts,0.0 Reb,0.0 Ast
13,Ryan Daly,1,JR,G,6-4,226,"Ardmore, PA",Archbishop Carroll High School,,,
